,lat,lon,Ca_r,Cf_r,An_r,rms
196,76.249709,230.733884,0.7228899999999999,0.96231,0.55993,23.65
197,76.24986899999999,230.731777,0.72058,0.95922,0.55916,30.64
198,76.25003000000001,230.72967000000003,0.72058,0.95922,0.55916,30.04
199,76.24985699999999,230.731945,0.72058,0.95922,0.55916,30.07
200,76.250002,230.73428,0.74761,0.92988,0.55607,33.22
201,76.250163,230.732172,0.72058,0.95922,0.55916,22.75
202,76.25032399999999,230.73006400000003,0.72058,0.95922,0.55916,24.26
203,76.25015,230.732342,0.72058,0.95922,0.55916,22.02
204,76.250295,230.734676,0.74761,0.92988,0.55607,46.55
205,76.250456,230.732566,0.72058,0.95922,0.55916,11.64
206,76.250617,230.730457,0.72058,0.95922,0.55916,15.72
207,76.250443,230.732738,0.72058,0.95922,0.55916,12.72
208,76.250588,230.73507200000003,0.74761,0.92988,0.55607,34.66
209,76.250749,230.732962,0.74761,0.92988,0.55607,9.45
210,76.250911,230.730852,0.72058,0.95922,0.55916,12.15
211,76.250736,230.733136,0.74761,0.92988,0.55607,12.62
212,76.250881,230.735467,0.74761,0.92988,0.55607,26.98
213,76.25104300000001,230.733357,0.74761,0.92988,0.55607,10.04
214,76.251204,230.731247,0.74761,0.92988,0.55607,11.8
215,76.251029,230.733532,0.74761,0.92988,0.55607,14.35
216,76.251174,230.735861,0.74761,0.92988,0.55607,25.79
217,76.251336,230.733751,0.74761,0.92988,0.55607,18.89
218,76.251497,230.731642,0.74761,0.92988,0.55607,8.7
219,76.251322,230.733929,0.74761,0.92988,0.55607,17.45
220,76.251467,230.736252,0.74761,0.92988,0.55607,26.0
221,76.25162900000001,230.734145,0.74761,0.92988,0.55607,16.18
222,76.25179,230.732038,0.74761,0.92988,0.55607,8.24
223,76.251615,230.734325,0.74761,0.92988,0.55607,19.56
224,76.25176,230.736652,0.74761,0.92988,0.55607,26.89
225,76.251922,230.734544,0.74761,0.92988,0.55607,23.72
226,76.252083,230.732436,0.74761,0.92988,0.55607,8.19
227,76.251908,230.73472200000003,0.74761,0.92988,0.55607,26.32
228,76.252053,230.737051,0.74761,0.92988,0.55607,20.96
229,76.252214,230.734942,0.74761,0.92988,0.55607,26.47
230,76.252376,230.732834,0.74761,0.92988,0.55607,26.13
231,76.252201,230.73512,0.74761,0.92988,0.55607,30.0
232,76.252346,230.737448,0.74761,0.92988,0.55607,17.78
233,76.252507,230.735339,0.74761,0.92988,0.55607,21.29
234,76.252668,230.73323,0.7553300000000001,0.90748,0.5475800000000001,34.67
235,76.252494,230.735516,0.74761,0.92988,0.55607,24.22
