Unnamed: 0,path,orbit,img_block,line,sample,anr,aa,af,ba,bf,ca,cf,da,df,cloud,vis_confirmed,prediction
1732,103,88215,27,297,1459,0.558947,0.671534,0.655576,0.668726,0.772448,0.685422,0.923747,0.696947,1.09706,41,11.0,
1733,103,88215,27,296,1459,0.584951,0.689855,0.665771,0.690742,0.80584,0.69148,0.938522,0.687786,1.135032,41,11.0,
1734,103,88215,27,296,1458,0.586872,0.688525,0.652621,0.691776,0.800669,0.687048,1.009295,0.690151,1.144193,41,11.0,
1735,103,88215,27,295,1458,0.577563,0.687343,0.570914,0.684684,0.760481,0.692219,1.028946,0.686604,1.163401,41,11.0,
1736,103,88215,27,295,1457,0.582882,0.68424,0.553036,0.673455,0.685275,0.694583,1.009443,0.693844,1.172266,41,11.0,
1737,103,88215,27,295,1456,0.578302,0.67508,0.57254,0.673159,0.618934,0.697981,0.992747,0.694731,1.16606,41,11.0,
1738,103,88215,27,294,1456,0.541216,0.661782,0.559833,0.686309,0.703448,0.704778,1.010921,0.687343,1.142124,41,11.0,
1739,103,88215,27,294,1455,0.535454,0.681433,0.621889,0.703744,0.747478,0.697095,1.036334,0.694288,1.13651,41,11.0,
1740,103,88215,27,293,1455,0.56397,0.682172,0.641245,0.715416,0.83347,0.709063,1.008113,0.692958,1.140499,41,11.0,
1741,103,88215,27,293,1454,0.561902,0.714825,0.659566,0.707142,0.791804,0.707585,0.985212,0.695026,1.149364,41,11.0,
1742,103,88215,27,292,1454,0.591009,0.714677,0.61066,0.70138,0.828003,0.704039,0.984916,0.696208,1.165913,41,11.0,
1743,103,88215,27,292,1453,0.601942,0.698277,0.622037,0.676262,0.812194,0.706847,0.942955,0.697095,1.165174,41,11.0,
1744,103,88215,27,291,1452,0.587906,0.674046,0.681581,0.670499,0.822832,0.716007,0.899811,0.697981,1.150546,41,11.0,
1745,103,88215,27,291,1451,0.553036,0.685127,0.668283,0.699459,0.827117,0.713643,0.850018,0.703596,1.124394,41,11.0,
1746,103,88215,27,290,1451,0.57121,0.701971,0.664737,0.715564,0.747183,0.72369,0.897151,0.712609,1.113756,41,11.0,
1747,103,88215,27,290,1450,0.58569,0.711131,0.651735,0.712313,0.771119,0.719701,0.902027,0.712018,1.114938,41,11.0,
1748,103,88215,27,289,1450,0.576086,0.685275,0.617309,0.705812,0.689707,0.718371,0.979893,0.712904,1.100015,41,11.0,
1749,103,88215,27,289,1449,0.564561,0.665771,0.611546,0.69414,0.692071,0.713791,0.967481,0.703448,1.122917,41,11.0,
1750,103,88215,27,288,1449,0.534863,0.638733,0.554662,0.674046,0.683206,0.709802,0.999544,0.705369,1.11021,41,11.0,
1751,103,88215,27,288,1448,0.517724,0.623367,0.540921,0.666215,0.652326,0.706699,0.975755,0.697834,1.103118,41,11.0,
1752,103,88215,27,288,1447,0.502505,0.605932,0.528066,0.664294,0.627208,0.698277,0.972505,0.687343,1.106221,41,11.0,
1753,103,88215,27,287,1447,0.472068,0.560867,0.466454,0.629868,0.69739,0.700493,0.964379,0.687491,1.087013,41,11.0,
1754,103,88215,27,287,1446,0.461578,0.525111,0.481377,0.654542,0.629277,0.697095,0.92877,0.687639,1.099572,41,11.0,
1755,103,88215,27,286,1446,0.451087,0.533385,0.45552,0.610955,0.65336,0.70596,0.918871,0.695765,1.127645,41,11.0,
1756,103,88215,27,286,1445,0.448428,0.536045,0.480342,0.647155,0.585985,0.712313,0.873511,0.699459,1.163549,41,11.0,
1757,103,88215,27,285,1445,0.456702,0.540478,0.490094,0.626174,0.624992,0.717189,0.918871,0.70463,1.194429,41,11.0,
1758,103,88215,27,285,1444,0.461726,0.553036,0.497629,0.65602,0.674193,0.722804,0.925963,0.704187,1.195315,41,11.0,
1759,103,88215,27,285,1443,0.461726,0.576677,0.508711,0.670499,0.679808,0.717337,0.961719,0.699902,1.169459,41,11.0,
1760,103,88215,27,284,1443,0.476649,0.593964,0.536931,0.649666,0.744376,0.709802,0.9564,0.703744,1.182461,41,11.0,
1761,103,88215,27,284,1442,0.490833,0.628833,0.537818,0.664442,0.737874,0.707881,0.975017,0.703448,1.166356,41,11.0,
1762,103,88215,27,283,1442,0.514178,0.643609,0.594555,0.666953,0.770675,0.702709,0.982109,0.702709,1.185268,41,11.0,
1763,103,88215,27,283,1441,0.51137,0.641983,0.581996,0.674341,0.790326,0.700641,1.008261,0.699754,1.174187,41,11.0,
1764,103,88215,27,282,1441,0.510041,0.613172,0.600022,0.655872,0.782643,0.701971,1.015796,0.702709,1.184677,41,11.0,
1765,103,88215,27,282,1440,0.511961,0.567516,0.563822,0.656315,0.744967,0.705221,1.00176,0.704187,1.188519,41,11.0,
1766,103,88215,27,281,1440,0.530578,0.602829,0.594407,0.630163,0.739943,0.70005,0.995998,0.706403,1.188075,41,11.0,
1767,103,88215,27,281,1439,0.490537,0.610512,0.625878,0.642279,0.701675,0.696652,0.993486,0.704778,1.18645,41,11.0,
1768,103,88215,27,281,1438,0.520383,0.635925,0.626322,0.64745,0.784712,0.691333,1.001612,0.7033,1.169754,41,11.0,
1769,103,88215,27,280,1438,0.537966,0.656759,0.623071,0.650848,0.805693,0.684536,0.969402,0.709654,1.180392,41,11.0,
1770,103,88215,27,280,1437,0.530283,0.651735,0.596032,0.651735,0.784269,0.683058,0.979893,0.709949,1.167686,41,11.0,
1771,103,88215,27,279,1437,0.486991,0.615092,0.602533,0.639471,0.802294,0.680694,0.959946,0.711279,1.181131,41,11.0,
1772,103,88215,27,279,1436,0.497777,0.594703,0.589384,0.6343,0.803033,0.681876,0.969402,0.713791,1.171379,41,11.0,
1773,103,88215,27,278,1436,0.494674,0.554514,0.621889,0.61391,0.804511,0.675966,0.911483,0.70862,1.171232,41,11.0,
1774,103,88215,27,278,1435,0.498073,0.606227,0.608,0.632823,0.782643,0.678478,0.914291,0.702562,1.169754,41,11.0,
1775,103,88215,27,278,1434,0.490981,0.648928,0.587315,0.647893,0.770675,0.67641,0.934385,0.703596,1.167538,41,11.0,
1776,103,88215,27,277,1434,0.528362,0.635187,0.591157,0.667544,0.768902,0.681433,0.925224,0.696208,1.161185,41,11.0,
1777,103,88215,27,277,1433,0.536636,0.624992,0.61066,0.668283,0.737727,0.671534,0.946944,0.694879,1.159116,41,11.0,
1778,103,88215,27,276,1433,0.561311,0.663851,0.598396,0.657645,0.744376,0.679512,0.949899,0.687048,1.159264,41,11.0,
1779,103,88215,27,276,1432,0.571949,0.664885,0.591895,0.658975,0.71778,0.674193,0.954922,0.686457,1.162514,41,11.0,
1780,103,88215,27,275,1432,0.572835,0.69739,0.560424,0.674193,0.7559,0.685422,0.977381,0.682911,1.159411,41,11.0,
1781,103,88215,27,275,1431,0.585985,0.704926,0.583621,0.690742,0.724872,0.692071,0.972653,0.674489,1.166356,41,11.0,
1782,103,88215,27,274,1430,0.562936,0.665476,0.565595,0.690446,0.720144,0.695765,0.979745,0.678478,1.162662,41,11.0,
1783,103,88215,27,274,1429,0.571505,0.665033,0.620411,0.68424,0.695174,0.693106,0.932907,0.683058,1.162219,41,11.0,
1784,103,88215,27,273,1429,0.586724,0.699607,0.596032,0.691628,0.7296,0.706108,0.940443,0.689559,1.164731,41,11.0,
1785,103,88215,27,273,1428,0.603715,0.71187,0.612876,0.705812,0.717041,0.710097,0.93276,0.689116,1.154388,41,11.0,
1786,103,88215,27,272,1428,0.570914,0.703153,0.624992,0.704039,0.760776,0.711575,0.948126,0.700641,1.15882,41,11.0,
1787,103,88215,27,272,1427,0.575347,0.680399,0.650257,0.689855,0.805545,0.703153,0.960389,0.697095,1.157934,41,11.0,
1788,103,88215,27,271,1427,0.568698,0.657941,0.67966,0.667397,0.770675,0.695322,0.947535,0.704039,1.169015,41,11.0,
1789,103,88215,27,271,1426,0.57121,0.670352,0.667692,0.661339,0.74999,0.697538,0.949899,0.693992,1.169163,41,11.0,
1790,103,88215,27,271,1425,0.569437,0.683502,0.637846,0.668283,0.734328,0.698425,0.95773,0.69414,1.164878,41,11.0,
1791,103,88215,27,270,1425,0.552889,0.688525,0.587167,0.695174,0.726941,0.709506,0.955661,0.699459,1.169015,41,11.0,
1792,103,88215,27,270,1424,0.573426,0.684979,0.577859,0.701232,0.688377,0.70862,0.932464,0.697243,1.156013,41,11.0,
1793,103,88215,27,269,1424,0.572244,0.687934,0.627208,0.685718,0.694879,0.711427,0.903652,0.700789,1.165322,41,11.0,
1794,103,88215,27,269,1423,0.579336,0.669022,0.663851,0.672272,0.769641,0.704778,0.920348,0.702414,1.153058,41,11.0,
1795,103,88215,27,268,1423,0.568107,0.671977,0.662373,0.669465,0.725759,0.696208,0.966299,0.705517,1.172118,41,11.0,
1796,103,88215,27,268,1422,0.55806,0.682911,0.622184,0.662669,0.738909,0.690151,0.983291,0.701232,1.170345,41,11.0,
1797,103,88215,27,267,1421,0.54033,0.682024,0.588054,0.683502,0.739204,0.688673,0.981518,0.694731,1.178324,41,11.0,
1798,103,88215,27,267,1420,0.533533,0.676705,0.600169,0.677592,0.75989,0.694879,0.966447,0.69148,1.173891,41,11.0,
1799,103,88215,27,266,1420,0.522895,0.655872,0.612728,0.670647,0.775699,0.699607,0.917837,0.694288,1.179949,41,11.0,
1800,103,88215,27,266,1419,0.5226,0.644938,0.606671,0.657645,0.753388,0.699754,0.909119,0.697834,1.177437,41,11.0,
1801,103,88215,27,265,1419,0.544467,0.657202,0.569732,0.643756,0.715564,0.696652,0.877796,0.699754,1.180836,41,11.0,
1802,103,88215,27,265,1418,0.533829,0.654542,0.560572,0.652621,0.71778,0.693844,0.867158,0.702118,1.166356,41,11.0,
1803,103,88215,27,264,1418,0.48773,0.621446,0.57712,0.663112,0.690594,0.688821,0.863464,0.703153,1.169459,41,11.0,
1804,103,88215,27,264,1417,0.482706,0.614058,0.583178,0.644052,0.718667,0.678774,0.848836,0.697834,1.156604,41,11.0,
1805,103,88215,27,264,1416,0.507677,0.619525,0.5916,0.639176,0.746149,0.667988,0.840562,0.685127,1.151876,41,11.0,
1806,103,88215,27,263,1416,0.539296,0.648337,0.608444,0.645086,0.686161,0.670352,0.847802,0.678035,1.165026,41,11.0,
1814,103,88215,27,260,1411,0.548308,0.654394,0.606227,0.65469,0.693401,0.698868,0.839232,0.708915,1.176994,41,11.0,
1815,103,88215,27,259,1411,0.523191,0.637551,0.572835,0.67242,0.700493,0.692367,0.864941,0.703891,1.178915,41,11.0,
1816,103,88215,27,259,1410,0.501323,0.64021,0.588054,0.676557,0.735215,0.6869,0.891832,0.704187,1.180688,41,11.0,
1817,103,88215,27,258,1410,0.513291,0.616274,0.600317,0.658384,0.712313,0.677592,0.91695,0.703744,1.180392,41,11.0,
1818,103,88215,27,258,1409,0.512848,0.605932,0.597067,0.628538,0.707881,0.674637,0.917541,0.70463,1.163549,41,11.0,
1819,103,88215,27,257,1409,0.518462,0.598987,0.563675,0.601499,0.702118,0.681581,0.948865,0.700345,1.167833,41,11.0,
1820,103,88215,27,257,1408,0.511518,0.589384,0.551707,0.635039,0.704482,0.697095,0.969845,0.700641,1.179358,41,11.0,
1821,103,88215,27,257,1407,0.509479,0.595453,0.556979,0.64606,0.722416,0.696816,0.974862,0.698592,1.18913,41,11.0,
1822,103,88215,27,256,1407,0.479884,0.595305,0.56719,0.621497,0.761333,0.684386,0.959176,0.697852,1.198305,41,11.0,
1823,103,88215,27,256,1406,0.484175,0.597229,0.566006,0.629191,0.740765,0.677727,0.95163,0.695928,1.196825,41,11.0,
1824,103,88215,27,255,1406,0.482618,0.6068,0.597144,0.64453,0.712711,0.676764,0.948004,0.694589,1.201568,41,11.0,
1825,103,88215,27,255,1405,0.47935,0.616307,0.59254,0.653145,0.725189,0.663395,0.955728,0.675872,1.188941,41,11.0,
1826,103,88215,27,254,1405,0.509207,0.613336,0.585855,0.641559,0.634726,0.659533,0.975782,0.670822,1.186268,41,11.0,
1827,103,88215,27,254,1404,0.495541,0.615861,0.571298,0.623882,0.660424,0.646461,0.982318,0.666366,1.177801,41,11.0,
1828,103,88215,27,254,1403,0.483657,0.610068,0.55377,0.602344,0.67201,0.644233,0.975187,0.670822,1.179583,41,11.0,
1829,103,88215,27,253,1403,0.479944,0.60784,0.529557,0.60784,0.726674,0.654928,0.972514,0.675278,1.173196,41,11.0,
1830,103,88215,27,253,1402,0.488114,0.608731,0.530746,0.618386,0.723109,0.652848,0.965681,0.670822,1.173344,41,11.0,
1831,103,88215,27,252,1402,0.475933,0.600264,0.545303,0.62923,0.736033,0.648838,0.937903,0.676912,1.176018,41,11.0,
1832,103,88215,27,252,1401,0.478755,0.591351,0.53951,0.618832,0.731725,0.666069,0.938497,0.686419,1.177949,41,11.0,
1833,103,88215,27,251,1401,0.45989,0.578874,0.557038,0.609325,0.692658,0.68226,0.935526,0.684637,1.165769,41,11.0,
1834,103,88215,27,251,1400,0.431221,0.579022,0.549759,0.633983,0.655671,0.691321,0.947558,0.687607,1.163689,41,11.0,
1835,103,88215,27,250,1400,0.433153,0.593579,0.534459,0.619426,0.589569,0.698005,0.94028,0.687013,1.157005,41,11.0,
1850,103,88215,27,244,1391,0.204544,0.347889,0.326647,0.441471,0.535053,0.581547,0.981426,0.674536,1.196666,41,11.0,
1856,103,88215,27,241,1387,0.196969,0.331697,0.338382,0.442362,0.582587,0.54768,0.999549,0.640816,1.183445,41,11.0,
1857,103,88215,27,240,1387,0.236927,0.327984,0.409089,0.430182,0.628784,0.517822,1.00965,0.628784,1.183,41,11.0,
1858,103,88215,27,240,1386,0.273914,0.41711,0.432113,0.449641,0.649432,0.493313,1.001925,0.618386,1.182405,41,11.0,
1859,103,88215,27,240,1385,0.328429,0.447264,0.447264,0.435678,0.678843,0.483063,0.993755,0.6221,1.207212,41,11.0,
1860,103,88215,27,239,1385,0.414139,0.502819,0.494501,0.477121,0.707958,0.50787,0.976079,0.607691,1.213303,41,11.0,
1861,103,88215,27,239,1384,0.390521,0.462713,0.485588,0.472219,0.709889,0.527329,0.95959,0.60576,1.21256,41,11.0,
1862,103,88215,27,238,1384,0.448304,0.523913,0.517228,0.511583,0.733359,0.545897,0.964344,0.590906,1.212411,41,11.0,
1863,103,88215,27,238,1383,0.395274,0.461673,0.500591,0.469249,0.718653,0.535648,0.993755,0.599224,1.20231,41,11.0,
1864,103,88215,27,237,1383,0.401513,0.478904,0.524507,0.480241,0.717613,0.534756,1.028812,0.593579,1.199488,41,11.0,
1865,103,88215,27,237,1382,0.346106,0.411465,0.481578,0.438352,0.692361,0.526438,1.031485,0.605463,1.205133,41,11.0,
1866,103,88215,27,236,1381,0.317289,0.375963,0.428102,0.447264,0.648243,0.511732,1.059857,0.610959,1.205875,41,11.0,
1867,103,88215,27,236,1380,0.307039,0.40389,0.466129,0.457068,0.649432,0.513217,1.077237,0.62002,1.193546,41,11.0,
1868,103,88215,27,235,1380,0.355316,0.437163,0.50787,0.468357,0.724892,0.531934,1.081099,0.610662,1.188496,41,11.0,
1869,103,88215,27,235,1379,0.401216,0.506087,0.535053,0.524952,0.775991,0.576497,1.064313,0.620466,1.172156,41,11.0,
1870,103,88215,27,234,1379,0.464792,0.581399,0.563277,0.569367,0.801986,0.611405,1.046191,0.619277,1.146458,41,11.0,
1871,103,88215,27,234,1378,0.519308,0.619872,0.586004,0.616604,0.81996,0.636211,1.025692,0.636211,1.172899,41,11.0,
1872,103,88215,27,233,1378,0.536242,0.623288,0.614078,0.624031,0.820851,0.644827,1.020345,0.645867,1.171265,41,11.0,
1873,103,88215,27,233,1377,0.540401,0.648392,0.652848,0.629527,0.824564,0.638588,1.035645,0.669634,1.185822,41,11.0,
1874,103,88215,27,233,1376,0.546194,0.652848,0.667257,0.638885,0.827832,0.641708,1.037576,0.694737,1.168888,41,11.0,
1875,103,88215,27,232,1376,0.560009,0.664286,0.666811,0.6527,0.829912,0.642599,1.03208,0.702016,1.16666,41,11.0,
1876,103,88215,27,232,1375,0.578428,0.645273,0.658196,0.674684,0.844321,0.680329,1.03104,0.720881,1.170819,41,11.0,
1877,103,88215,27,231,1375,0.599521,0.706621,0.66592,0.694292,0.860215,0.70365,1.036239,0.724743,1.179138,41,11.0,
1878,103,88215,27,231,1374,0.60472,0.69756,0.676021,0.694292,0.864671,0.71791,1.041289,0.730834,1.176612,41,11.0,
1879,103,88215,27,230,1374,0.597887,0.690578,0.68226,0.687607,0.858729,0.71791,1.039952,0.73321,1.169482,41,11.0,
1880,103,88215,27,230,1373,0.608731,0.706472,0.674239,0.674387,0.852788,0.715979,1.015443,0.727714,1.166808,41,11.0,
1881,103,88215,27,229,1372,0.609919,0.719396,0.674684,0.693401,0.832883,0.720733,0.9688,0.734844,1.179138,41,11.0,
1882,103,88215,27,229,1371,0.60071,0.697411,0.683448,0.69043,0.839122,0.721772,0.98202,0.747025,1.183742,41,11.0,
1883,103,88215,27,228,1371,0.605909,0.679883,0.688647,0.68835,0.842687,0.740043,0.97489,0.751927,1.193101,41,11.0,
1884,103,88215,27,228,1370,0.604126,0.694886,0.681814,0.696966,0.838082,0.746282,0.98306,0.753115,1.177206,41,11.0,
1889,103,88215,27,226,1367,0.516634,0.626705,0.623288,0.640816,0.800352,0.741232,0.97489,0.754006,1.161609,42,11.0,
1890,103,88215,27,225,1367,0.502968,0.625516,0.644975,0.633092,0.782081,0.72712,0.934635,0.759651,1.150617,42,11.0,
1891,103,88215,27,225,1366,0.465238,0.640371,0.642302,0.632646,0.811493,0.731576,0.889626,0.757423,1.12581,42,11.0,
1892,103,88215,27,224,1366,0.373141,0.601749,0.616604,0.613484,0.78728,0.708701,0.934487,0.75564,1.087932,42,11.0,
1893,103,88215,27,224,1365,0.412802,0.603086,0.561791,0.600561,0.779259,0.684488,0.969246,0.741974,1.085407,42,11.0,
1896,103,88215,27,222,1363,0.48648,0.544857,0.561197,0.605314,0.773317,0.672902,0.963601,0.712563,1.124028,41,11.0,
1897,103,88215,27,222,1362,0.515891,0.584964,0.61393,0.630715,0.792182,0.658047,0.981129,0.706472,1.138437,41,11.0,
1898,103,88215,27,221,1362,0.529112,0.618535,0.630418,0.614376,0.771534,0.674684,0.97905,0.703353,1.133238,41,11.0,
1899,103,88215,27,221,1361,0.538767,0.648095,0.649135,0.636063,0.794559,0.67914,0.954837,0.703056,1.123434,41,11.0,
1900,103,88215,27,220,1361,0.555701,0.674684,0.658939,0.641113,0.798866,0.697411,0.965532,0.70677,1.112144,41,11.0,
1901,103,88215,27,220,1360,0.58942,0.66592,0.681666,0.680032,0.805551,0.699788,0.927505,0.70469,1.111105,41,11.0,
1910,103,88215,27,216,1355,0.563722,0.692658,0.643936,0.694143,0.761731,0.65775,0.930624,0.735438,1.019453,42,11.0,
1911,103,88215,27,215,1354,0.573972,0.654334,0.62106,0.646758,0.711671,0.647649,0.936863,0.7292,1.049162,11,11.0,
1912,103,88215,27,215,1353,0.572932,0.675575,0.607394,0.582587,0.688202,0.631755,0.94533,0.746579,1.111996,11,11.0,
1913,103,88215,27,214,1353,0.563871,0.665177,0.619426,0.58838,0.711374,0.632498,0.949044,0.735438,1.122542,11,11.0,
1914,103,88215,27,214,1352,0.560751,0.611999,0.609771,0.593728,0.732319,0.662206,0.956471,0.770346,1.130861,11,11.0,
1915,103,88215,27,213,1352,0.547085,0.592688,0.603086,0.599521,0.734844,0.654334,0.933595,0.744351,1.12789,11,11.0,
1930,103,88215,27,207,1343,0.456725,0.582287,0.496744,0.543755,0.633166,0.624984,0.914193,0.60728,1.064898,41,11.0,
1931,103,88215,27,206,1343,0.442443,0.608619,0.534978,0.564137,0.619628,0.620818,0.893365,0.623199,1.048087,41,11.0,
1932,103,88215,27,206,1342,0.455088,0.607131,0.471602,0.583477,0.57589,0.623199,0.875959,0.677946,0.976677,41,11.0,
1933,103,88215,27,205,1342,0.439021,0.556103,0.498975,0.596271,0.605495,0.644622,0.832221,0.686128,0.963585,41,11.0,
1934,103,88215,27,205,1341,0.43307,0.533639,0.47056,0.638522,0.631381,0.66783,0.87224,0.690592,0.958527,41,11.0,
1935,103,88215,27,205,1340,0.4658,0.558186,0.496298,0.651911,0.667383,0.682707,0.891878,0.689104,1.032168,41,11.0,
1936,103,88215,27,204,1340,0.426971,0.55045,0.487223,0.666937,0.593296,0.659796,0.876257,0.686724,1.061773,41,11.0,
1937,103,88215,27,204,1339,0.444674,0.582436,0.524861,0.665301,0.630191,0.689848,0.834899,0.663218,0.990661,42,11.0,
1946,103,88215,27,199,1334,0.352139,0.504331,0.405101,0.583031,0.569939,0.554467,0.812732,0.6714,1.043475,41,11.0,
1947,103,88215,27,199,1333,0.328336,0.50686,0.394241,0.546284,0.570088,0.568749,0.727933,0.670061,0.971172,41,11.0,
1948,103,88215,27,198,1332,0.369694,0.52382,0.41611,0.565476,0.657713,0.606983,0.596866,0.660242,0.925797,41,11.0,
1956,103,88215,27,195,1327,0.336518,0.517721,0.42102,0.616355,0.627215,0.685236,0.668127,0.646407,1.042731,41,11.0,
1957,103,88215,27,194,1327,0.35199,0.540334,0.38829,0.57946,0.563095,0.684194,0.706956,0.63882,1.059393,41,11.0,
1958,103,88215,27,194,1326,0.387249,0.550896,0.454196,0.575146,0.573063,0.672293,0.75129,0.616802,1.032168,41,11.0,
1959,103,88215,27,193,1326,0.372818,0.525903,0.440806,0.57946,0.532151,0.651763,0.823295,0.595379,1.001373,41,11.0,
1960,103,88215,27,193,1325,0.43188,0.520398,0.513406,0.591362,0.534383,0.619331,0.760662,0.597015,0.912259,41,11.0,
1961,103,88215,27,192,1325,0.436194,0.512811,0.481569,0.606239,0.517721,0.623645,0.762448,0.582287,0.897382,41,11.0,
1962,103,88215,27,192,1324,0.467882,0.536466,0.498678,0.582584,0.488115,0.606983,0.682409,0.587643,0.945733,41,11.0,
1964,103,88215,27,191,1323,0.397857,0.537495,0.44281,0.56378,0.450426,0.638004,0.6961,0.6047,0.90369,41,11.0,
1965,103,88215,27,191,1322,0.358579,0.485821,0.429667,0.571994,0.479101,0.664737,0.76689,0.617693,0.959695,41,11.0,
1966,103,88215,27,190,1322,0.327067,0.432057,0.426083,0.545111,0.443556,0.678477,0.812888,0.624265,0.916235,41,11.0,
1967,103,88215,27,190,1321,0.353053,0.42444,0.451173,0.551085,0.484626,0.670114,0.823342,0.611869,0.950883,41,11.0,
1968,103,88215,27,189,1321,0.355592,0.450874,0.434297,0.534209,0.458491,0.649952,0.820057,0.607986,0.964175,41,11.0,
1969,103,88215,27,189,1320,0.390688,0.49986,0.436388,0.56602,0.449829,0.616499,0.758676,0.586181,0.912203,41,11.0,
1970,103,88215,27,188,1320,0.414135,0.513301,0.451472,0.557806,0.474023,0.596188,0.751208,0.5705,0.951033,41,11.0,
1971,103,88215,27,188,1319,0.451024,0.560643,0.467302,0.582746,0.487165,0.604402,0.752552,0.554968,0.947598,11,11.0,
1972,103,88215,27,188,1318,0.454608,0.558104,0.460283,0.594097,0.517781,0.605746,0.714619,0.56139,0.962084,11,11.0,
1973,103,88215,27,187,1318,0.443556,0.558702,0.462075,0.602161,0.527638,0.632628,0.781973,0.571546,0.966863,41,11.0,
1974,103,88215,27,187,1317,0.417122,0.505236,0.461179,0.598129,0.553027,0.642037,0.824836,0.591259,1.011966,41,11.0,
1975,103,88215,27,186,1317,0.421453,0.495379,0.459835,0.580656,0.557358,0.642037,0.891892,0.600519,1.064834,41,11.0,
1976,103,88215,27,186,1316,0.420856,0.491347,0.473874,0.56378,0.551683,0.645322,0.850822,0.598876,1.012712,41,11.0,
1977,103,88215,27,185,1316,0.413389,0.498217,0.478055,0.544365,0.555864,0.640543,0.833348,0.603057,1.079022,41,11.0,
1978,103,88215,27,185,1315,0.430265,0.504937,0.481191,0.536897,0.567663,0.656971,0.753897,0.593201,1.062295,41,11.0,
1979,103,88215,27,184,1315,0.396363,0.534657,0.458342,0.551533,0.582597,0.653686,0.781675,0.59096,1.080217,41,11.0,
1980,103,88215,27,184,1314,0.39935,0.540332,0.430265,0.560643,0.584539,0.647861,0.769727,0.576922,1.096346,41,11.0,
1981,103,88215,27,184,1313,0.396811,0.554072,0.409207,0.560046,0.56363,0.63681,0.793324,0.564974,1.122929,41,11.0,
1982,103,88215,27,183,1313,0.33543,0.539436,0.36963,0.520917,0.52719,0.613661,0.770026,0.560195,1.124572,41,11.0,
1983,103,88215,27,183,1312,0.375455,0.537495,0.380383,0.48149,0.500905,0.636212,0.796759,0.564228,1.110235,41,11.0,
1984,103,88215,27,182,1312,0.354248,0.532268,0.311236,0.425934,0.44042,0.631433,0.765695,0.584091,1.096943,41,11.0,
1985,103,88215,27,182,1311,0.402934,0.528086,0.405025,0.464614,0.505833,0.649355,0.802434,0.596337,1.06125,41,11.0,
1986,103,88215,27,181,1311,0.395019,0.523755,0.41981,0.496126,0.554819,0.630388,0.777344,0.616648,1.081113,41,11.0,
1987,103,88215,27,181,1310,0.426979,0.518528,0.437881,0.535703,0.579013,0.617245,0.725371,0.610525,1.013907,41,11.0,
1988,103,88215,27,181,1309,0.437732,0.506132,0.47238,0.562884,0.568111,0.614109,0.715365,0.608583,1.014953,41,11.0,
1989,103,88215,27,180,1309,0.436238,0.515989,0.482984,0.541826,0.561838,0.608135,0.772117,0.62307,1.057815,41,11.0,
1990,103,88215,27,180,1308,0.437284,0.511957,0.48388,0.551235,0.575429,0.621427,0.854705,0.613362,1.095151,41,11.0,
1991,103,88215,27,179,1308,0.44505,0.53167,0.480743,0.547202,0.606791,0.625459,0.858588,0.625161,1.115014,41,11.0,
1998,103,88215,27,176,1303,0.462822,0.504937,0.505983,0.600071,0.59111,0.596785,0.869191,0.622472,1.101125,41,11.0,
1999,103,88215,27,175,1303,0.464913,0.513002,0.511061,0.604551,0.598129,0.615453,0.883977,0.633076,1.119644,41,11.0,
2000,103,88215,27,175,1302,0.436836,0.52271,0.489107,0.603207,0.605148,0.62068,0.922358,0.625011,1.143091,41,11.0,
2001,103,88215,27,174,1302,0.436537,0.51584,0.507626,0.584837,0.650699,0.628297,0.9243,0.636063,1.139656,41,11.0,
2002,103,88215,27,174,1301,0.4337,0.498068,0.474322,0.570351,0.678776,0.624414,0.892639,0.620382,1.133533,41,11.0,
2033,167,88219,11,14,1287,0.469412,0.516787,0.590518,0.646234,0.733644,0.689272,1.221406,0.772678,1.751871,11,11.0,
2034,167,88219,11,15,1287,0.457735,0.473749,0.583846,0.642898,0.862424,0.703618,1.132327,0.773012,1.580721,11,11.0,
2035,167,88219,11,16,1287,0.45907,0.452064,0.606199,0.668587,0.864092,0.707955,1.239421,0.780352,1.430256,11,11.0,
2036,167,88219,11,16,1286,0.438385,0.450729,0.570501,0.658912,1.02857,0.713626,1.464285,0.767674,1.884655,11,11.0,
2037,167,88219,11,17,1286,0.42504,0.452064,0.579175,0.664917,1.120317,0.69094,1.570712,0.778016,1.840616,11,11.0,
2038,167,88219,11,18,1286,0.409359,0.478754,0.546146,0.630554,1.001546,0.677595,1.542354,0.793363,1.770554,11,11.0,
2039,167,88219,11,18,1285,0.412362,0.466409,0.545145,0.625216,0.991871,0.662915,1.614084,0.79403,1.972732,11,11.0,
2040,167,88219,11,19,1285,0.40669,0.478754,0.570501,0.588517,0.96051,0.655242,1.542688,0.79403,1.83361,11,11.0,
2043,167,88219,11,21,1283,0.421704,0.466743,0.601862,0.691607,0.901458,0.677928,1.476963,0.729641,2.379422,11,11.0,
2044,167,88219,11,22,1283,0.438718,0.480088,0.579509,0.659913,0.800036,0.687937,1.62476,0.718297,2.229624,11,11.0,
2045,167,88219,11,23,1283,0.457402,0.480088,0.589184,0.595189,0.793363,0.703951,1.664128,0.715295,2.091836,11,11.0,
2046,167,88219,11,23,1282,0.453064,0.458069,0.579842,0.620545,0.827059,0.70195,1.691151,0.728306,2.113188,11,11.0,
2047,167,88219,11,24,1282,0.420035,0.476752,0.699281,0.611203,0.86943,0.671923,1.714839,0.734979,2.059808,11,11.0,
